Unnamed: 0,type,filename,path,label
1959,dslr,frame_0009.jpg,/notebooks/office_31/dslr/images/back_pack/frame_0009.jpg,back_pack
1960,dslr,frame_0011.jpg,/notebooks/office_31/dslr/images/back_pack/frame_0011.jpg,back_pack
1961,dslr,frame_0002.jpg,/notebooks/office_31/dslr/images/back_pack/frame_0002.jpg,back_pack
1962,dslr,frame_0008.jpg,/notebooks/office_31/dslr/images/back_pack/frame_0008.jpg,back_pack
1963,dslr,frame_0010.jpg,/notebooks/office_31/dslr/images/back_pack/frame_0010.jpg,back_pack
1964,dslr,frame_0006.jpg,/notebooks/office_31/dslr/images/back_pack/frame_0006.jpg,back_pack
1965,dslr,frame_0004.jpg,/notebooks/office_31/dslr/images/back_pack/frame_0004.jpg,back_pack
1966,dslr,frame_0007.jpg,/notebooks/office_31/dslr/images/back_pack/frame_0007.jpg,back_pack
1967,dslr,frame_0002.jpg,/notebooks/office_31/dslr/images/bike/frame_0002.jpg,bike
1968,dslr,frame_0003.jpg,/notebooks/office_31/dslr/images/bike/frame_0003.jpg,bike
1969,dslr,frame_0004.jpg,/notebooks/office_31/dslr/images/bike/frame_0004.jpg,bike
1970,dslr,frame_0001.jpg,/notebooks/office_31/dslr/images/bike/frame_0001.jpg,bike
1971,dslr,frame_0015.jpg,/notebooks/office_31/dslr/images/bike/frame_0015.jpg,bike
1972,dslr,frame_0017.jpg,/notebooks/office_31/dslr/images/bike/frame_0017.jpg,bike
1973,dslr,frame_0018.jpg,/notebooks/office_31/dslr/images/bike/frame_0018.jpg,bike
1974,dslr,frame_0007.jpg,/notebooks/office_31/dslr/images/bike/frame_0007.jpg,bike
1975,dslr,frame_0008.jpg,/notebooks/office_31/dslr/images/bike/frame_0008.jpg,bike
1976,dslr,frame_0005.jpg,/notebooks/office_31/dslr/images/bike/frame_0005.jpg,bike
1977,dslr,frame_0013.jpg,/notebooks/office_31/dslr/images/bike/frame_0013.jpg,bike
1978,dslr,frame_0016.jpg,/notebooks/office_31/dslr/images/bike/frame_0016.jpg,bike
1979,dslr,frame_0011.jpg,/notebooks/office_31/dslr/images/bike/frame_0011.jpg,bike
1980,dslr,frame_0009.jpg,/notebooks/office_31/dslr/images/bike/frame_0009.jpg,bike
1981,dslr,frame_0002.jpg,/notebooks/office_31/dslr/images/bike_helmet/frame_0002.jpg,bike_helmet
1982,dslr,frame_0001.jpg,/notebooks/office_31/dslr/images/bike_helmet/frame_0001.jpg,bike_helmet
1983,dslr,frame_0017.jpg,/notebooks/office_31/dslr/images/bike_helmet/frame_0017.jpg,bike_helmet
1984,dslr,frame_0008.jpg,/notebooks/office_31/dslr/images/bike_helmet/frame_0008.jpg,bike_helmet
1985,dslr,frame_0016.jpg,/notebooks/office_31/dslr/images/bike_helmet/frame_0016.jpg,bike_helmet
1986,dslr,frame_0003.jpg,/notebooks/office_31/dslr/images/bike_helmet/frame_0003.jpg,bike_helmet
1987,dslr,frame_0018.jpg,/notebooks/office_31/dslr/images/bike_helmet/frame_0018.jpg,bike_helmet
1988,dslr,frame_0004.jpg,/notebooks/office_31/dslr/images/bike_helmet/frame_0004.jpg,bike_helmet
1989,dslr,frame_0013.jpg,/notebooks/office_31/dslr/images/bike_helmet/frame_0013.jpg,bike_helmet
1990,dslr,frame_0005.jpg,/notebooks/office_31/dslr/images/bike_helmet/frame_0005.jpg,bike_helmet
1991,dslr,frame_0015.jpg,/notebooks/office_31/dslr/images/bike_helmet/frame_0015.jpg,bike_helmet
1992,dslr,frame_0006.jpg,/notebooks/office_31/dslr/images/bike_helmet/frame_0006.jpg,bike_helmet
1993,dslr,frame_0014.jpg,/notebooks/office_31/dslr/images/bike_helmet/frame_0014.jpg,bike_helmet
1994,dslr,frame_0019.jpg,/notebooks/office_31/dslr/images/bike_helmet/frame_0019.jpg,bike_helmet
1995,dslr,frame_0010.jpg,/notebooks/office_31/dslr/images/bike_helmet/frame_0010.jpg,bike_helmet
1996,dslr,frame_0012.jpg,/notebooks/office_31/dslr/images/bike_helmet/frame_0012.jpg,bike_helmet
1997,dslr,frame_0010.jpg,/notebooks/office_31/dslr/images/bookcase/frame_0010.jpg,bookcase
1998,dslr,frame_0007.jpg,/notebooks/office_31/dslr/images/bookcase/frame_0007.jpg,bookcase
1999,dslr,frame_0011.jpg,/notebooks/office_31/dslr/images/bookcase/frame_0011.jpg,bookcase
2000,dslr,frame_0003.jpg,/notebooks/office_31/dslr/images/bookcase/frame_0003.jpg,bookcase
2001,dslr,frame_0005.jpg,/notebooks/office_31/dslr/images/bookcase/frame_0005.jpg,bookcase
2002,dslr,frame_0004.jpg,/notebooks/office_31/dslr/images/bookcase/frame_0004.jpg,bookcase
2003,dslr,frame_0012.jpg,/notebooks/office_31/dslr/images/bookcase/frame_0012.jpg,bookcase
2004,dslr,frame_0001.jpg,/notebooks/office_31/dslr/images/bookcase/frame_0001.jpg,bookcase
2005,dslr,frame_0005.jpg,/notebooks/office_31/dslr/images/calculator/frame_0005.jpg,calculator
2006,dslr,frame_0001.jpg,/notebooks/office_31/dslr/images/calculator/frame_0001.jpg,calculator
2007,dslr,frame_0004.jpg,/notebooks/office_31/dslr/images/calculator/frame_0004.jpg,calculator
2008,dslr,frame_0003.jpg,/notebooks/office_31/dslr/images/calculator/frame_0003.jpg,calculator
2009,dslr,frame_0006.jpg,/notebooks/office_31/dslr/images/calculator/frame_0006.jpg,calculator
2010,dslr,frame_0002.jpg,/notebooks/office_31/dslr/images/calculator/frame_0002.jpg,calculator
2011,dslr,frame_0009.jpg,/notebooks/office_31/dslr/images/calculator/frame_0009.jpg,calculator
2012,dslr,frame_0007.jpg,/notebooks/office_31/dslr/images/calculator/frame_0007.jpg,calculator
2013,dslr,frame_0005.jpg,/notebooks/office_31/dslr/images/bottle/frame_0005.jpg,bottle
2014,dslr,frame_0007.jpg,/notebooks/office_31/dslr/images/bottle/frame_0007.jpg,bottle
2015,dslr,frame_0015.jpg,/notebooks/office_31/dslr/images/bottle/frame_0015.jpg,bottle
2016,dslr,frame_0009.jpg,/notebooks/office_31/dslr/images/bottle/frame_0009.jpg,bottle
2017,dslr,frame_0003.jpg,/notebooks/office_31/dslr/images/bottle/frame_0003.jpg,bottle
2018,dslr,frame_0012.jpg,/notebooks/office_31/dslr/images/bottle/frame_0012.jpg,bottle
