filename,path,label
093_0102.jpg,/notebooks/caltech_256/256_ObjectCategories/093.grasshopper/093_0102.jpg,093.grasshopper
093_0009.jpg,/notebooks/caltech_256/256_ObjectCategories/093.grasshopper/093_0009.jpg,093.grasshopper
093_0047.jpg,/notebooks/caltech_256/256_ObjectCategories/093.grasshopper/093_0047.jpg,093.grasshopper
093_0040.jpg,/notebooks/caltech_256/256_ObjectCategories/093.grasshopper/093_0040.jpg,093.grasshopper
093_0077.jpg,/notebooks/caltech_256/256_ObjectCategories/093.grasshopper/093_0077.jpg,093.grasshopper
093_0002.jpg,/notebooks/caltech_256/256_ObjectCategories/093.grasshopper/093_0002.jpg,093.grasshopper
093_0069.jpg,/notebooks/caltech_256/256_ObjectCategories/093.grasshopper/093_0069.jpg,093.grasshopper
093_0061.jpg,/notebooks/caltech_256/256_ObjectCategories/093.grasshopper/093_0061.jpg,093.grasshopper
093_0062.jpg,/notebooks/caltech_256/256_ObjectCategories/093.grasshopper/093_0062.jpg,093.grasshopper
093_0021.jpg,/notebooks/caltech_256/256_ObjectCategories/093.grasshopper/093_0021.jpg,093.grasshopper
093_0110.jpg,/notebooks/caltech_256/256_ObjectCategories/093.grasshopper/093_0110.jpg,093.grasshopper
093_0096.jpg,/notebooks/caltech_256/256_ObjectCategories/093.grasshopper/093_0096.jpg,093.grasshopper
093_0028.jpg,/notebooks/caltech_256/256_ObjectCategories/093.grasshopper/093_0028.jpg,093.grasshopper
093_0090.jpg,/notebooks/caltech_256/256_ObjectCategories/093.grasshopper/093_0090.jpg,093.grasshopper
093_0022.jpg,/notebooks/caltech_256/256_ObjectCategories/093.grasshopper/093_0022.jpg,093.grasshopper
093_0013.jpg,/notebooks/caltech_256/256_ObjectCategories/093.grasshopper/093_0013.jpg,093.grasshopper
093_0071.jpg,/notebooks/caltech_256/256_ObjectCategories/093.grasshopper/093_0071.jpg,093.grasshopper
093_0024.jpg,/notebooks/caltech_256/256_ObjectCategories/093.grasshopper/093_0024.jpg,093.grasshopper
093_0088.jpg,/notebooks/caltech_256/256_ObjectCategories/093.grasshopper/093_0088.jpg,093.grasshopper
093_0063.jpg,/notebooks/caltech_256/256_ObjectCategories/093.grasshopper/093_0063.jpg,093.grasshopper
093_0064.jpg,/notebooks/caltech_256/256_ObjectCategories/093.grasshopper/093_0064.jpg,093.grasshopper
093_0075.jpg,/notebooks/caltech_256/256_ObjectCategories/093.grasshopper/093_0075.jpg,093.grasshopper
093_0027.jpg,/notebooks/caltech_256/256_ObjectCategories/093.grasshopper/093_0027.jpg,093.grasshopper
093_0072.jpg,/notebooks/caltech_256/256_ObjectCategories/093.grasshopper/093_0072.jpg,093.grasshopper
093_0087.jpg,/notebooks/caltech_256/256_ObjectCategories/093.grasshopper/093_0087.jpg,093.grasshopper
093_0107.jpg,/notebooks/caltech_256/256_ObjectCategories/093.grasshopper/093_0107.jpg,093.grasshopper
093_0098.jpg,/notebooks/caltech_256/256_ObjectCategories/093.grasshopper/093_0098.jpg,093.grasshopper
093_0048.jpg,/notebooks/caltech_256/256_ObjectCategories/093.grasshopper/093_0048.jpg,093.grasshopper
093_0025.jpg,/notebooks/caltech_256/256_ObjectCategories/093.grasshopper/093_0025.jpg,093.grasshopper
093_0094.jpg,/notebooks/caltech_256/256_ObjectCategories/093.grasshopper/093_0094.jpg,093.grasshopper
093_0084.jpg,/notebooks/caltech_256/256_ObjectCategories/093.grasshopper/093_0084.jpg,093.grasshopper
093_0106.jpg,/notebooks/caltech_256/256_ObjectCategories/093.grasshopper/093_0106.jpg,093.grasshopper
093_0100.jpg,/notebooks/caltech_256/256_ObjectCategories/093.grasshopper/093_0100.jpg,093.grasshopper
093_0020.jpg,/notebooks/caltech_256/256_ObjectCategories/093.grasshopper/093_0020.jpg,093.grasshopper
093_0034.jpg,/notebooks/caltech_256/256_ObjectCategories/093.grasshopper/093_0034.jpg,093.grasshopper
093_0101.jpg,/notebooks/caltech_256/256_ObjectCategories/093.grasshopper/093_0101.jpg,093.grasshopper
093_0056.jpg,/notebooks/caltech_256/256_ObjectCategories/093.grasshopper/093_0056.jpg,093.grasshopper
093_0103.jpg,/notebooks/caltech_256/256_ObjectCategories/093.grasshopper/093_0103.jpg,093.grasshopper
093_0035.jpg,/notebooks/caltech_256/256_ObjectCategories/093.grasshopper/093_0035.jpg,093.grasshopper
093_0039.jpg,/notebooks/caltech_256/256_ObjectCategories/093.grasshopper/093_0039.jpg,093.grasshopper
093_0097.jpg,/notebooks/caltech_256/256_ObjectCategories/093.grasshopper/093_0097.jpg,093.grasshopper
093_0050.jpg,/notebooks/caltech_256/256_ObjectCategories/093.grasshopper/093_0050.jpg,093.grasshopper
093_0032.jpg,/notebooks/caltech_256/256_ObjectCategories/093.grasshopper/093_0032.jpg,093.grasshopper
093_0083.jpg,/notebooks/caltech_256/256_ObjectCategories/093.grasshopper/093_0083.jpg,093.grasshopper
093_0112.jpg,/notebooks/caltech_256/256_ObjectCategories/093.grasshopper/093_0112.jpg,093.grasshopper
093_0023.jpg,/notebooks/caltech_256/256_ObjectCategories/093.grasshopper/093_0023.jpg,093.grasshopper
093_0085.jpg,/notebooks/caltech_256/256_ObjectCategories/093.grasshopper/093_0085.jpg,093.grasshopper
093_0049.jpg,/notebooks/caltech_256/256_ObjectCategories/093.grasshopper/093_0049.jpg,093.grasshopper
093_0052.jpg,/notebooks/caltech_256/256_ObjectCategories/093.grasshopper/093_0052.jpg,093.grasshopper
093_0044.jpg,/notebooks/caltech_256/256_ObjectCategories/093.grasshopper/093_0044.jpg,093.grasshopper
093_0016.jpg,/notebooks/caltech_256/256_ObjectCategories/093.grasshopper/093_0016.jpg,093.grasshopper
093_0043.jpg,/notebooks/caltech_256/256_ObjectCategories/093.grasshopper/093_0043.jpg,093.grasshopper
093_0078.jpg,/notebooks/caltech_256/256_ObjectCategories/093.grasshopper/093_0078.jpg,093.grasshopper
093_0029.jpg,/notebooks/caltech_256/256_ObjectCategories/093.grasshopper/093_0029.jpg,093.grasshopper
093_0065.jpg,/notebooks/caltech_256/256_ObjectCategories/093.grasshopper/093_0065.jpg,093.grasshopper
093_0089.jpg,/notebooks/caltech_256/256_ObjectCategories/093.grasshopper/093_0089.jpg,093.grasshopper
093_0003.jpg,/notebooks/caltech_256/256_ObjectCategories/093.grasshopper/093_0003.jpg,093.grasshopper
093_0014.jpg,/notebooks/caltech_256/256_ObjectCategories/093.grasshopper/093_0014.jpg,093.grasshopper
093_0091.jpg,/notebooks/caltech_256/256_ObjectCategories/093.grasshopper/093_0091.jpg,093.grasshopper
093_0057.jpg,/notebooks/caltech_256/256_ObjectCategories/093.grasshopper/093_0057.jpg,093.grasshopper
150_0101.jpg,/notebooks/caltech_256/256_ObjectCategories/150.octopus/150_0101.jpg,150.octopus
150_0039.jpg,/notebooks/caltech_256/256_ObjectCategories/150.octopus/150_0039.jpg,150.octopus
150_0091.jpg,/notebooks/caltech_256/256_ObjectCategories/150.octopus/150_0091.jpg,150.octopus
150_0009.jpg,/notebooks/caltech_256/256_ObjectCategories/150.octopus/150_0009.jpg,150.octopus
150_0029.jpg,/notebooks/caltech_256/256_ObjectCategories/150.octopus/150_0029.jpg,150.octopus
150_0074.jpg,/notebooks/caltech_256/256_ObjectCategories/150.octopus/150_0074.jpg,150.octopus
